#J matrix, N:20; Graph type: CompleteGraph, Pairing: random (+/-1), Frustration Rate: -0.203509, Num[+1] = 92, Num[-1] = 288
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1
-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1
-1	-1	0	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1
-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	1	-1	0	1	-1	-1	1	1	-1	1	1	-1	-1	1	-1	-1	-1	-1
-1	-1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1
-1	-1	1	1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1
-1	-1	-1	-1	1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	-1	-1
-1	1	-1	-1	1	-1	-1	-1	1	0	-1	1	-1	-1	1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	-1	1	1	-1	1	-1
-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	1	-1
1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1
1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	1	-1	1	1
1	1	-1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	-1	0	-1	1	-1	1
-1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	-1	0	-1	-1	1
1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	1	-1
-1	1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	1	0	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1	0
