#J matrix, N:20; Graph type: CompleteGraph, Pairing: random (+/-1), Frustration Rate: 0.305263, Num[+1] = 314, Num[-1] = 66
0	1	-1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	1	-1	1	-1
1	0	1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1
-1	1	0	1	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	1	1	1
1	1	1	0	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1
1	1	-1	1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1
1	1	1	-1	1	-1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1
-1	1	1	1	1	-1	1	1	0	-1	1	-1	-1	1	1	1	1	1	1	1
-1	-1	1	1	-1	1	1	1	-1	0	1	1	-1	1	1	1	1	1	1	1
1	-1	1	1	-1	-1	1	1	1	1	0	-1	1	1	-1	1	1	1	1	1
1	-1	-1	1	1	1	-1	1	-1	1	-1	0	-1	1	1	1	1	-1	1	1
1	1	1	1	1	1	1	-1	-1	-1	1	-1	0	1	1	-1	1	1	-1	1
1	1	-1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	1
1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	0	1	1	1	1
1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
-1	1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	1	0	1	1
1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1
-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
