#J matrix, N:20; Graph type: CompleteGraph, Pairing: random (+/-1), Frustration Rate: 0.705263, Num[+1] = 360, Num[-1] = 20
0	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1
-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	0	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0	-1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	-1	0	1	1	1	1	-1	1	1	1	1	1	1
1	1	1	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	-1	1	1	1	1	1	0	-1	1	1	1	1	1	1	1	1
1	-1	1	1	1	1	1	1	1	1	-1	0	-1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	-1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	1	1	1
1	-1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	-1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	0
